unit;counterparty_code;counterparty_name;ctype_code;ctype_name;def_id;default_start_date;default_end_date;long_term_rating;currentstartdate;defaultenddate;dqi_check
RBI;3619;Wolford Aktiengesellschaft;3;Corporates;98105;28.03.2017;29.04.2021;CORP_8B;28.03.2017;29.04.2021;OK
RBI;1393471;SGB-SMIT International GmbH;3;Corporates;121075;03.12.2019;28.03.2022;CORP_9C;03.12.2019;28.03.2022;OK
RBI;78870;Steinhoff Europe AG;3;Corporates;107185;22.12.2017;10.01.2019;CORP_MIS;22.12.2017;10.01.2019;OK
RBI;496783;ED&F MAN Treasury Management plc;3;Corporates;136372;30.11.2021;06.04.2022;CORP_9C;30.11.2021;06.04.2022;OK
RBI;1225000;Stripes US Holding, Inc.;3;Corporates;107190;22.12.2017;04.06.2019;CORP_10;22.12.2017;04.06.2019;ERROR
RBI;679636;VERSOBANK AS;11;Banks;109805;30.03.2018;04.06.2019;FIN_MIS;30.03.2018;04.06.2019;OK
RBI;1231529;Starkstrom-Gerätebau-GmbH;3;Corporates;121080;03.12.2019;28.03.2022;CORPL_7B;03.12.2019;28.03.2022;OK
RBI;1393473;SGB SMIT USA HOLDING, INC.;3;Corporates;121073;03.12.2019;28.03.2022;CORP_9C;03.12.2019;28.03.2022;OK
RBI;56380;MERCATOR - H D.O.O.;3;Corporates;98448;31.03.2017;24.08.2021;CORP_MIS;31.03.2017;24.08.2021;OK
RBILEG;789117;IS Properties s.r.o.;18;Specialised Lending Project (excl. Commodity);101806;30.06.2017;01.12.2020;SLOT_RE_MIS;30.06.2017;01.12.2020;OK
RBILEG;204456;Aircraft Operation GmbH;3;Corporates;101965;04.07.2017;22.05.2018;CORP_MIS;04.07.2017;22.05.2018;OK
RBILEG;952642;EVINOVA Management GmbH;18;Specialised Lending Project (excl. Commodity);129491;11.12.2020;12.04.2022;SLOT_RE_6.33;11.12.2020;12.04.2022;OK
RBIPL;510214;OWNPOWER POLSKA S.A.;18;Specialised Lending Project (excl. Commodity);113708;28.10.2016;27.06.2018;SLOT_PF_MIS;28.10.2016;27.06.2018;OK
RBKO;521121;N.T. PLEQJA;6;Small Medium Business (SMB);123030;27.02.2020;14.12.2021;SME_9C;27.02.2020;14.12.2021;OK
RBKO;1050424;VELLEZERIT DERVISHAJ SH.P.K.;6;Small Medium Business (SMB);120630;13.11.2019;16.12.2022;SME_9C;13.11.2019;16.12.2022;OK
RBKO;915522;NPT VALI AS;6;Small Medium Business (SMB);93661;19.10.2016;23.05.2019;SME_MIS;19.10.2016;23.05.2019;OK
RBKO;915559;''AMARI COMPANY'' SH.P.K.;6;Small Medium Business (SMB);94803;21.11.2016;12.05.2017;SME_MIS;21.11.2016;12.05.2017;OK
RBKO;186462;N.P.T. KULLA COM SH.P.K.;6;Small Medium Business (SMB);121790;24.12.2019;27.03.2020;SME_MIS;24.12.2019;27.03.2020;OK
RBKO;191078;N. T. P. '' METAL'';6;Small Medium Business (SMB);90781;25.07.2016;11.01.2019;SME_MIS;25.07.2016;11.01.2019;OK
RBKO;165382;N.T.P. UNION - VL;6;Small Medium Business (SMB);86941;14.03.2016;30.05.2016;SME_MIS;14.03.2016;30.05.2016;OK
RBKO;743721;DALEKOVOD D.D BRANCH OF KOSOVA;3;Corporates;86341;24.02.2016;03.05.2017;CORP_MIS;24.02.2016;03.05.2017;OK
RBKO;178868;N.N.P. STANDARD SH.P.K.;3;Corporates;107825;12.01.2018;21.10.2020;CORP_MIS;12.01.2018;21.10.2020;OK
RBKO;534379;N.P.P. VELLEZERIT HOXHA;6;Small Medium Business (SMB);85081;08.01.2016;20.12.2017;SME_MIS;08.01.2016;20.12.2017;OK
RBKO;326008;N.P.T. RAKITA;6;Small Medium Business (SMB);128892;24.11.2020;27.04.2021;SME_MIS;24.11.2020;27.04.2021;OK
RBKO;915520;N.P.T. ACVILLA;6;Small Medium Business (SMB);116050;01.03.2019;23.12.2021;SME_9C;01.03.2019;23.12.2021;OK
RBKO;192519;GRETA SH.P.K.;3;Corporates;88982;19.05.2016;30.03.2022;CORP_9C;19.05.2016;30.03.2022;OK
RBKO;1053321;NNP BELTI;6;Small Medium Business (SMB);118330;01.07.2019;13.11.2019;SME_MIS;01.07.2019;13.11.2019;OK
RBKO;686607;N.T.P. M & E - TRADE;6;Small Medium Business (SMB);136071;12.11.2021;28.02.2022;SME_9C;12.11.2021;28.02.2022;OK
RBKO;913072;N.T.SH. RISIA;6;Small Medium Business (SMB);110845;08.06.2018;23.05.2022;SME_9C;08.06.2018;23.05.2022;OK
RBKO;125847;N.P.T. DRINI PETROL;6;Small Medium Business (SMB);107665;03.01.2018;08.02.2022;SME_9C;03.01.2018;08.02.2022;OK
RBKO;763353;N.T.SH.SHPETIMI;6;Small Medium Business (SMB);118350;02.07.2019;20.11.2019;SME_MIS;02.07.2019;20.11.2019;OK
RBKO;558251;KOSOVAPLAST B SHPK;6;Small Medium Business (SMB);106647;14.12.2017;19.07.2019;SME_6A;14.12.2017;19.07.2019;OK
RBKO;137892;NNT JUNIKU;6;Small Medium Business (SMB);93821;22.10.2016;10.06.2020;SME_10;22.10.2016;10.06.2020;ERROR
RBKO;1215913;EDISI COM SH.P.K.;6;Small Medium Business (SMB);134377;08.09.2021;20.09.2022;SME_9C;08.09.2021;20.09.2022;OK
RBKO;686440;N.T.H. ROMA;6;Small Medium Business (SMB);117973;18.06.2019;03.10.2022;SME_9C;18.06.2019;03.10.2022;OK
RBKO;1254552;ZONE CLUB PRISHTINA SHPK;6;Small Medium Business (SMB);131931;27.04.2021;21.09.2021;SME_MIS;27.04.2021;21.09.2021;OK
RBKO;136124;BAJRAKTARI SH.P.K.;6;Small Medium Business (SMB);119150;23.08.2019;11.12.2019;SME_MIS;23.08.2019;11.12.2019;OK
RBKO;137880;INTERTRANS-COOP SH.P.K.;6;Small Medium Business (SMB);88163;10.05.2016;05.10.2017;SME_MIS;10.05.2016;05.10.2017;OK
RBKO;295813;NPN TONING;6;Small Medium Business (SMB);87821;15.04.2016;19.07.2016;SME_MIS;15.04.2016;19.07.2016;OK
RBKO;1614461;PETROLEUM COKE KOSOVO SHPK-PETROLEUM COKE KOSOVO SHPK;6;Small Medium Business (SMB);134412;10.09.2021;30.12.2022;SME_9C;10.09.2021;30.12.2022;OK
RBKO;394776;N.T.P. ASK FOODS;6;Small Medium Business (SMB);88162;10.05.2016;31.12.2019;SME_MIS;10.05.2016;31.12.2019;OK
RBKO;224593;N.T.SH. AMK INTERNATIONAL;6;Small Medium Business (SMB);88161;27.04.2016;22.02.2017;SME_MIS;27.04.2016;22.02.2017;OK
RBKO;140467;UNICOM SH.P.K.;6;Small Medium Business (SMB);85341;22.01.2016;23.02.2016;SME_MIS;22.01.2016;23.02.2016;OK
RBKO;224720;NDERMARRJA TREGTARE DAJA;6;Small Medium Business (SMB);111426;14.07.2018;11.01.2019;SME_MIS;14.07.2018;11.01.2019;OK
RBKO;326653;JONA MED SH.P.K.;3;Corporates;92182;02.09.2016;22.12.2016;CORP_6C;02.09.2016;22.12.2016;OK
RBKO;177689;N.T.P. DONA TOURS;6;Small Medium Business (SMB);110765;01.06.2018;11.01.2019;SME_MIS;01.06.2018;11.01.2019;OK
RBKO;155290;N.T.P. OLLURI COM;6;Small Medium Business (SMB);122890;22.02.2020;12.02.2021;SME_MIS;22.02.2020;12.02.2021;OK
RBKO;924728;ATIK - RR SH.P.K;6;Small Medium Business (SMB);99185;26.04.2017;23.09.2020;SME_MIS;26.04.2017;23.09.2020;OK
RBKO;773509;N.T.P.UNI STILL;6;Small Medium Business (SMB);91281;02.08.2016;15.08.2016;SME_MIS;02.08.2016;15.08.2016;OK
RBKO;147034;N.P.T. TREGU - KOS;6;Small Medium Business (SMB);92402;09.09.2016;23.05.2018;SME_MIS;09.09.2016;23.05.2018;OK
RBKO;137883;N.T.P.GORDING-GERMANY;6;Small Medium Business (SMB);90782;18.07.2016;19.08.2016;SME_MIS;18.07.2016;19.08.2016;OK
RBKO;318645;N.T.P. ABAD;6;Small Medium Business (SMB);111309;06.07.2018;06.08.2020;SME_MIS;06.07.2018;06.08.2020;OK
RBKO;282566;N.P.T. LIRIA FC;6;Small Medium Business (SMB);90761;22.02.2017;12.05.2017;SME_MIS;22.02.2017;12.05.2017;OK
RBRO;958462;BEYOU SRL;6;Small Medium Business (SMB);137572;10.02.2022;19.08.2022;SME_9C;10.02.2022;19.08.2022;OK
RBRO;1209634;TYG LEGNO 2001 SRL;6;Small Medium Business (SMB);118530;22.07.2019;01.02.2022;SME_9C;22.07.2019;01.02.2022;OK
RBRO;224861;COLOR TREND SRL;3;Corporates;123383;06.03.2020;24.06.2021;CORP_MIS;06.03.2020;24.06.2021;OK
RBRO;926454;NECSAN FOREST H.I. SRL;6;Small Medium Business (SMB);120610;12.11.2019;01.02.2022;SME_9C;12.11.2019;01.02.2022;OK
RBRO;721789;ROM WASTE SOLUTIONS SA;3;Corporates;91682;23.08.2016;13.09.2017;CORP_MIS;23.08.2016;13.09.2017;OK
RBRO;551135;ELBI ELECTRIC & LIGHTING SRL;3;Corporates;100547;30.05.2017;15.04.2019;CORP_MIS;30.05.2017;15.04.2019;OK
RBRO;466735;BALCAN AGRO SRL;3;Corporates;102751;27.07.2017;30.06.2021;CORP_MIS;27.07.2017;30.06.2021;OK
RBRO;754221;TUDORS HOTEL SRL;3;Corporates;91145;28.07.2016;01.10.2019;CORP_MIS;28.07.2016;01.10.2019;OK
RBRO;442497;GESTON IMPEX SRL;3;Corporates;106192;29.11.2017;04.10.2019;CORP_MIS;29.11.2017;04.10.2019;OK
RBRO;1793270;ANIMA PROPRIETATI SRL;3;Corporates;134271;30.08.2021;31.10.2022;CORP_9C;30.08.2021;31.10.2022;OK
RBRO;626074;SAPACO 2000 SA;6;Small Medium Business (SMB);102926;01.08.2017;26.09.2018;SME_MIS;01.08.2017;26.09.2018;OK
RBRO;493530;REMAT MUELLER-GUTTENBRUNN;3;Corporates;112591;25.09.2018;13.11.2019;CORP_MIS;25.09.2018;13.11.2019;OK
RBRO;923058;TRANS PETRICA SRL;6;Small Medium Business (SMB);121677;20.12.2019;21.07.2022;SME_9C;20.12.2019;21.07.2022;OK
RBRO;246902;NEW ALBIF GROUP;6;Small Medium Business (SMB);96106;29.12.2016;21.06.2017;SME_MIS;29.12.2016;21.06.2017;OK
RBRO;191742;IASON SA BRASOV;3;Corporates;117170;06.05.2019;24.06.2021;CORP_MIS;06.05.2019;24.06.2021;OK
RBRO;715925;EURO TRANS PRODUCT SRL;6;Small Medium Business (SMB);116691;09.04.2019;18.09.2020;SME_MIS;09.04.2019;18.09.2020;OK
RBRO;710784;PRESTOAGRI SRL;6;Small Medium Business (SMB);87321;30.03.2016;30.12.2016;SME_MIS;30.03.2016;30.12.2016;OK
RBRO;853950;WERK MB CONSTRUCT SRL;6;Small Medium Business (SMB);135831;03.11.2021;19.08.2022;SME_9C;03.11.2021;19.08.2022;OK
RBRO;598698;FLARO PROD SA;3;Corporates;114230;27.11.2018;28.06.2019;CORP_10;27.11.2018;28.06.2019;ERROR
RBRO;1574160;UNI STEEL IMPEX SRL;6;Small Medium Business (SMB);127631;25.09.2020;07.12.2022;SME_9C;25.09.2020;07.12.2022;OK
RBRO;106647;SUDARC;6;Small Medium Business (SMB);111190;28.06.2018;16.08.2021;SME_MIS;28.06.2018;16.08.2021;OK
RBRO;464812;RADUCA ALEX SRL;6;Small Medium Business (SMB);118194;27.06.2019;24.08.2022;SME_9C;27.06.2019;24.08.2022;OK
RBRO;1557091;INSPIRA FOOD SA;6;Small Medium Business (SMB);127914;07.10.2020;14.01.2021;SME_MIS;07.10.2020;14.01.2021;OK
RBRO;163800;AGROLI GROUP SRL;3;Corporates;125556;15.06.2020;30.06.2021;CORP_MIS;15.06.2020;30.06.2021;OK
RBRO;146213;REFRACERAM SRL;6;Small Medium Business (SMB);122515;12.02.2020;21.03.2022;SME_9C;12.02.2020;21.03.2022;OK
RBRO;138101;MINIMAX DISCOUNT IN INSOLVENTA LG 8;3;Corporates;123398;06.03.2020;24.06.2021;CORP_MIS;06.03.2020;24.06.2021;OK
RBRO;238889;PAJO HOLDING SRL;3;Corporates;95021;29.11.2016;11.10.2019;CORP_MIS;29.11.2016;11.10.2019;OK
RBRO;1326879;NEDELCU V.VICTOR I I;6;Small Medium Business (SMB);123952;25.03.2020;07.11.2022;SME_9C;25.03.2020;07.11.2022;OK
RBRO;956885;ROM BIL GUARD SRL;6;Small Medium Business (SMB);120433;29.10.2019;18.01.2021;SME_MIS;29.10.2019;18.01.2021;OK
RBRO;652619;PASCU TRANS SRL;6;Small Medium Business (SMB);114171;23.11.2018;10.03.2021;SME_MIS;23.11.2018;10.03.2021;OK
RBRO;1312213;AZOPROD COM SRL;6;Small Medium Business (SMB);126930;24.08.2020;20.10.2021;SME_9C;24.08.2020;20.10.2021;OK
RBRO;958265;ASOC CRESCATORILOR DE BOVINE HOREZE;39;Associations;127750;28.09.2020;24.11.2022;CORP_9C;28.09.2020;24.11.2022;OK
RBRO;933324;SC MAGISAR CONSTRUCT SRL;6;Small Medium Business (SMB);115771;21.02.2019;18.12.2020;SME_MIS;21.02.2019;18.12.2020;OK
RBRO;872766;GREAT PROTECTION SRL;6;Small Medium Business (SMB);106405;05.12.2017;24.12.2021;SME_9C;05.12.2017;24.12.2021;OK
RBRO;1793269;ASA IMOBILIARE 1 SRL;3;Corporates;134194;28.08.2021;31.10.2022;CORP_9C;28.08.2021;31.10.2022;OK
RBRO;464962;TEMPOS SERV SRL;3;Corporates;131950;28.04.2021;23.08.2021;CORP_MIS;28.04.2021;23.08.2021;OK
RBRO;463728;PRO ACVA INSTAL SRL;6;Small Medium Business (SMB);110289;02.05.2018;13.05.2020;SME_MIS;02.05.2018;13.05.2020;OK
RBRO;652527;NOVICIO FOOD & BEVERAGE SRL;3;Corporates;125652;24.06.2020;30.06.2021;CORP_MIS;24.06.2020;30.06.2021;OK
RBRO;175018;FEROMETAL;6;Small Medium Business (SMB);85983;11.02.2016;03.02.2017;SME_MIS;11.02.2016;03.02.2017;OK
RBRO;183016;TITA&COMPANY SRL;6;Small Medium Business (SMB);116730;10.04.2019;14.06.2021;SME_MIS;10.04.2019;14.06.2021;OK
RBRO;598159;SECUI-COM SRL;6;Small Medium Business (SMB);85441;28.01.2016;30.06.2016;SME_MIS;28.01.2016;30.06.2016;OK
RBRO;1572348;ELMAFARM TRADING SRL;3;Corporates;130511;03.02.2021;13.04.2022;CORP_9C;03.02.2021;13.04.2022;OK
RBRO;684474;METALPRO SRL;6;Small Medium Business (SMB);129577;14.12.2020;10.10.2022;SME_9C;14.12.2020;10.10.2022;OK
RBRO;284713;DSO DESIGN DISTRIBUTION SRL;6;Small Medium Business (SMB);133770;01.08.2021;22.08.2022;SME_9C;01.08.2021;22.08.2022;OK
RBRO;153171;ALCADIBO TRADING;3;Corporates;106845;18.12.2017;26.02.2018;CORP_5A;18.12.2017;26.02.2018;OK
RBRO;516689;ELCATA MHC SRL;3;Corporates;102408;19.07.2017;30.05.2018;CORP_6B;19.07.2017;30.05.2018;OK
RBRO;609148;YTS DENTAL VIEW SRL;6;Small Medium Business (SMB);132373;26.05.2021;17.09.2021;SME_MIS;26.05.2021;17.09.2021;OK
RBRO;792780;MIRTON INVESTMENT SRL;3;Corporates;125592;17.06.2020;03.02.2022;CORP_9C;17.06.2020;03.02.2022;OK
RBRO;768712;WINNER SPED SRL;3;Corporates;115790;21.02.2019;03.03.2021;CORP_MIS;21.02.2019;03.03.2021;OK
RBRO;474224;BIOCHEFARM INTERNATIONAL;6;Small Medium Business (SMB);114751;19.12.2018;23.09.2019;SME_MIS;19.12.2018;23.09.2019;OK
RBRO;682242;INTER FOOD HORECA SRL;3;Corporates;127915;07.10.2020;08.07.2021;CORP_MIS;07.10.2020;08.07.2021;OK
RBRO;546791;ROX CONSTRUCT IMPEX SRL;3;Corporates;127150;01.09.2020;30.06.2021;CORP_MIS;01.09.2020;30.06.2021;OK
RBRO;298077;CEMS TEHNOLOGII S.R.L.;6;Small Medium Business (SMB);101886;03.07.2017;01.10.2019;SME_MIS;03.07.2017;01.10.2019;OK
RBRO;465103;PETROTOTAL TRADE SRL;3;Corporates;118190;27.06.2019;30.06.2021;CORP_MIS;27.06.2019;30.06.2021;OK
RBRO;440427;CONSILIUL LOCAL IZVOARELE;32;Regional Government or local Authority;88581;09.05.2016;07.04.2022;LRG_MIS_RW;09.05.2016;07.04.2022;OK
RBRO;152596;STROP PRODUCTIE SRL;6;Small Medium Business (SMB);117470;21.05.2019;18.09.2020;SME_MIS;21.05.2019;18.09.2020;OK
RBRO;868648;CENTRUL DE PROIECTARE JUDETEAN SATU;6;Small Medium Business (SMB);100445;29.05.2017;20.01.2020;SME_MIS;29.05.2017;20.01.2020;OK
RBRO;543877;MICHELINI MOTORS SRL;6;Small Medium Business (SMB);109866;03.04.2018;12.08.2022;SME_9C;03.04.2018;12.08.2022;OK
RBRO;518487;ELECTROUTILAJ SA;3;Corporates;110571;23.05.2018;07.04.2020;CORP_MIS;23.05.2018;07.04.2020;OK
RBRO;868523;PROMPT SA;3;Corporates;110365;09.05.2018;08.10.2019;CORP_MIS;09.05.2018;08.10.2019;OK
RBRO;194843;EDAS-EXIM SRL;3;Corporates;114250;28.11.2018;14.08.2019;CORP_MIS;28.11.2018;14.08.2019;OK
RBRO;808283;GERO RECYCLING SRL;6;Small Medium Business (SMB);125750;28.06.2020;09.10.2020;SME_MIS;28.06.2020;09.10.2020;OK
RBRO;152092;RITORSA TRANS SRL;3;Corporates;104586;10.10.2017;02.10.2019;CORP_MIS;10.10.2017;02.10.2019;OK
RBRO;125301;UNIC STAR SRL;6;Small Medium Business (SMB);126170;22.07.2020;28.09.2022;SME_9C;22.07.2020;28.09.2022;OK
RBRO;1059945;REMSERVICE SRL;3;Corporates;119630;18.09.2019;03.02.2022;CORP_9C;18.09.2019;03.02.2022;OK
RBRO;321177;QB PROMOTION COMPANY S R L;6;Small Medium Business (SMB);89782;15.06.2016;19.02.2018;SME_MIS;15.06.2016;19.02.2018;OK
RBRO;647766;G & D TOP DESIGN SRL;6;Small Medium Business (SMB);90842;19.07.2016;27.03.2017;SME_MIS;19.07.2016;27.03.2017;OK
RBRO;1793272;ASA IMOBILIARE FIRST SRL;3;Corporates;134272;30.08.2021;31.10.2022;CORP_9C;30.08.2021;31.10.2022;OK
RBRO;505975;PROMOTIONAL INTERSERVICE SRL;3;Corporates;91442;09.08.2016;29.11.2017;CORP_MIS;09.08.2016;29.11.2017;OK
RBRO;1493440;ECONATURA LIFE CONCEPT SRL;6;Small Medium Business (SMB);127191;03.09.2020;04.08.2022;SME_9C;03.09.2020;04.08.2022;OK
RBRO;1327927;EXPRESCONSTRUCT TYS SRL;6;Small Medium Business (SMB);127051;28.08.2020;06.05.2021;SME_MIS;28.08.2020;06.05.2021;OK
RBRO;465664;TEHNOMONTAJ CONSTRUCT SRL;6;Small Medium Business (SMB);101748;29.06.2017;23.09.2019;SME_MIS;29.06.2017;23.09.2019;OK
RBRO;1462465;DST SERVICE TRANSPORT SRL;6;Small Medium Business (SMB);124770;19.05.2020;25.10.2021;SME_9C;19.05.2020;25.10.2021;OK
RBRO;536724;NICKINTERN LOGISTIC;6;Small Medium Business (SMB);123399;06.03.2020;08.02.2021;SME_MIS;06.03.2020;08.02.2021;OK
RBRO;958282;ASOC OTESANIORILOR DE BOVINE OTESAN;39;Associations;117111;02.05.2019;01.10.2019;CORP_MIS;02.05.2019;01.10.2019;OK
RBRO;142871;VIRSAL SYSTEMS SRL;6;Small Medium Business (SMB);106196;29.11.2017;01.10.2019;SME_MIS;29.11.2017;01.10.2019;OK
RBRO;652812;GENERAL CRAFT CONSTRUCTION;6;Small Medium Business (SMB);121950;04.01.2020;07.06.2021;SME_MIS;04.01.2020;07.06.2021;OK
